address,city,country,crawl_date,hotel_brand,hotel_description,hotel_facilities,hotel_star_rating,image_count,latitude,locality,longitude,pageurl,property_id,property_name,property_type,province,qts,room_count,room_type,similar_hotel,site_review_count,site_review_rating,site_stay_review_rating,sitename,special_tag,state,uniq_id,zone
"Udai Niwas Opposite Rang Manch, Civil Lines, 334001 Bikaner, India – Show map",bikaner,India,2016-08-16,,"Featuring free WiFi and a restaurant, Hotel Udai Niwas offers pet-friendly accommodation in Bikaner, 1.2 km from Junagarh Fort. The rooms include a flat-screen TV with satellite channels. Certain units include a seating area for your convenience. Extras include free toiletries and a hairdryer. There is a business centre at the property. Shiv Bari Temple is 1.5 km from Hotel Udai Niwas, while Kodamdeshwar Temple is 2.6 km from the property.","Bathroom:Linen|Towels|Toilet|Free toiletries|Hairdryer|Shower•Outdoors:Balcony|Terrace|Garden•Room Amenities:Wardrobe/Closet|Tile/Marble floor|Fan|Seating Area|Desk|Safety Deposit Box•Pets:Pets are allowed on request. Charges may be applicable.•Media & Technology:Flat-screen TV|Satellite Channels|Telephone•Food & Drink:Restaurant•Internet:Free!
WiFi is available in the hotel rooms and is free of charge.•Parking:Free!
Free public parking is possible on site (reservation is not needed).•Services:Daily maid service|Lockers|Private check-in/check-out|Wake-up service|Fax/photocopying|Ironing service|Dry cleaning|Laundry|Business centre•General:Designated smoking area|Air conditioning|Heating|Non-smoking rooms|Newspapers•Languages spoken:",,22.0,28.015873605715395,,73.32756042480469,http://www.booking.com/hotel/in/udai-niwas-bikaner.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1634162.0,Hotel Udai Niwas,Hotel,,2016-08-16 12:41:14 +0000,6.0,Large Double Room,,27,8.3,,http://www.booking.com/,Share,Rajasthan,d500859e0629301dcc46490506f97d19,
"73 Masjid Road, Jangpura Bhogal, 110014 New Delhi, India – Show map",new delhi,India,2016-08-16,,"Set 1.5 km from Humayun's Tomb in New Delhi, Hotel Kabli features free WiFi access and free private parking. You will find a kettle in the room. All rooms come with a private bathroom fitted with a bath or shower. There is a 24-hour front desk at the property. Pragati Maidan is 4.1 km from Hotel Kabli, while India Gate is 4.2 km away. The nearest airport is Delhi International Airport, 15 km from Hotel Kabli.","Pets:Pets are not allowed.•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Reception services:Lockers|Luggage storage|Tour desk|24-hour front desk•Cleaning services:Trouser press|Ironing service|Dry cleaning|Laundry•Business facilities:Fax/photocopying•General:Airport shuttle (surcharge)|Shuttle service (surcharge)|Non-smoking rooms|Newspapers|Room service•Languages spoken:",,21.0,28.5796262331446,,77.2494381666183,http://www.booking.com/hotel/in/kabli.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1640615.0,Hotel Kabli,Hotel,,2016-08-16 12:41:14 +0000,18.0,Suite,Boribista Hostel,58,7.8,,http://www.booking.com/,Share,Delhi NCR,4ce1c106216af64940280ed1d495b0be,
"Namaste Caffe, Makarana Mohalla, Old Fort Road, Near Clock Tower, 342001 Jodhpur, India – Great location -",jodhpur,India,2016-08-16,,"Situated in the Clock Tower district in Jodhpur, 400 m from Mehrangarh Fort, Namaste Caffe boasts air-conditioned rooms with free WiFi. The homestay has a barbecue and terrace, and guests can enjoy a meal at the restaurant. A flat-screen TV is provided. You will find a 24-hour front desk at the property. The homestay also offers free use of bicycles. Jaswant Thada is 800 m from Namaste Caffe, while Umaid Bhawan Palace Museum is 3.1 km away. Jodhpur Airport is 5 km from the property.","Outdoors:BBQ facilities|Terrace•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Activities:Bikes available (free)|Library•Food & Drink:Special diet menus (on request)|Restaurant (à la carte)|Restaurant•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:No parking available.•Reception services:Lockers|Tour desk|24-hour front desk•Cleaning services:Daily maid service|Trouser press|Shoeshine|Ironing service|Dry cleaning|Laundry•Business facilities:Fax/photocopying•General:Air conditioning|Newspapers",,47.0,26.296725027334112,,73.02211716771126,http://www.booking.com/hotel/in/namaste-caffe.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1640702.0,Namaste Caffe,Homestay,,2016-08-16 12:41:14 +0000,3.0,Deluxe Double Room,Om Heritage,196,9.5,,http://www.booking.com/,Share,Rajasthan,a60cbf56c2dfe01e4a0b50f30c43feec,
"B3/155 Shivala Ghat Niranjani Akhara Near Chetsingh Ghat, 221001 Varanasi, India – Show map",varanasi,India,2016-08-16,,"Located in Varanasi in the Uttar Pradesh Region, 300 m from Harishchandra Ghat, Shiva Ganga Lodge boasts a sun terrace and views of the river. Kedar Ghat is 400 m away. Free WiFi is provided . All units feature a seating area. Each unit has a private bathroom with a bath or shower. Assi Ghat is 700 m from Shiva Ganga Lodge. The nearest airport is Lal Bahadur Shastri International Airport, 23 km from Shiva Ganga Lodge.","Bathroom:Additional Toilet|Bath or Shower|Shared Toilet|Bathroom|Toilet|Shared Bathroom•View:Riverview|Garden view|View•Outdoors:Sun terrace•Pets:Pets are not allowed.•Activities:Bicycle rental•Living Area:Seating Area•Food & Drink:Breakfast in the room•Internet:Free!
WiFi is available in the hotel rooms and is free of charge.•Parking:Free!
Free private parking is possible at a location nearby (reservation is needed).•Services:Laundry|Room service•General:Mosquito net|Fan•Languages spoken:",,15.0,25.29538755781304,,83.00638407468796,http://www.booking.com/hotel/in/shiva-ganga-lodge-varanasi3.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1629212.0,Shiva Ganga Lodge,Lodge,,2016-08-16 12:41:14 +0000,30.0,Budget Double Room,Shanti Guest House Manikarnika Ghat|Golden Lodge|Hotel Alka,108,7.7,,http://www.booking.com/,Share,Uttar Pradesh,28107c9b04628741b895d2cf02452395,
"21/226, Chinnandi Kuppam Road, Vettuvankeni, East Coast Road, 600041 Chennai, India – Show map",chennai,India,2016-08-16,,"One of our bestsellers in Chennai! The Royal Palms offers accommodation in Chennai, 4.3 km from OMR - Old Mahabalipuram Road. Guests benefit from free WiFi and private parking available on site. There is a seating area, a dining area and a kitchen complete with a microwave, a toaster and a fridge. Towels and bed linen are featured in this self-catering accommodation. Other facilities at The Royal Palms include an outdoor pool. Indian Institute of Technology, Madras is 7 km from The Royal Palms, while Anna University is 9 km away. Chennai International Airport is 11 km from the property.","Parking:Free!
Free private parking is possible on site (reservation is not needed).•Internet:Free!
WiFi is available in all areas and is free of charge.•Kitchen:Shared kitchen|Dining table|Stovetop|Electric kettle|Kitchen|Microwave|Refrigerator•Bathroom:Towels|Towels/Sheets (extra fee)|Free toiletries|Bath|Shower|Linen|Bath or Shower|Bathroom|Toilet•Living Area:Dining area•Media & Technology:Flat-screen TV|Satellite Channels•Room Amenities:Soundproofing|Fan|Clothes rack|Wardrobe/Closet|Tile/Marble floor|Private entrance|Seating Area|Desk•Pets:Pets are not allowed.•Accessibility:Upper floors accessible by stairs only•Outdoors:Outdoor furniture|Outdoor pool|Balcony|Terrace|Garden•Common areas:Shared lounge/TV area•Activities:Cycling•Outdoor & View:Pool view|Garden view|View•Cleaning services:Daily maid service|Ironing service|Laundry•Miscellaneous:Air conditioning|Soundproof rooms•Languages spoken:",,,12.934546673575728,,80.25567395952453,http://www.booking.com/hotel/in/the-royal-palms.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1624173.0,The Royal Palms,Villa,,2016-08-16 12:41:14 +0000,3.0,Deluxe Double Room,,12,6.9,,http://www.booking.com/,Share,Tamil Nadu,0507768bb4c302a05ac6e6f9863ad103,
"V39/19 & 18 DLF Phase 3, 122002 Samālkha, India – Show map",samālkha,India,2016-08-16,,"Set in the DLF Cyber City district in Samālkha, 19 km from New Delhi, Enkay Residency Phase 3 features air-conditioned rooms and free private parking. Guests can enjoy the on-site restaurant. Every room is equipped with a flat-screen TV. Some rooms include a seating area where you can relax. Rooms come with a private bathroom fitted with a shower. Enkay Residency Phase 3 features free WiFi . You will find free shuttle service at the property. Gurgaon is 5 km from Enkay Residency Phase 3, while Noida is 29 km away. The nearest airport is Delhi International Airport, 6 km from the property.","Bathroom:Linen|Towels|Bathroom|Toilet|Free toiletries|Shower•View:City view|View•Outdoors:Garden•Room Amenities:Clothes rack|Wardrobe/Closet|Tile/Marble floor|Soundproofing|Seating Area|Desk•Pets:Pets are not allowed.•Media & Technology:Flat-screen TV|Satellite Channels•Food & Drink:Restaurant (à la carte)|Breakfast in the room|Restaurant•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking & Transport:Free!
Free private parking is possible on site (reservation is needed).|Airport shuttle (free)|Shuttle service (surcharge)|•Reception services:Private check-in/check-out|Express check-in/check-out|24-hour front desk•Cleaning services:Daily maid service|Trouser press|Shoeshine|Ironing service|Dry cleaning|Laundry•Business facilities:Fax/photocopying|Business centre|Meeting/banquet facilities•General:Designated smoking area|Air conditioning|Allergy-free room|Wake-up service|Safety deposit box|Facilities for disabled guests|Non-smoking rooms|Room service",,8.0,28.49992129,,77.09922765,http://www.booking.com/hotel/in/guest-house-enkay.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1640611.0,Enkay Residency Phase 3,Homestay,,2016-08-16 12:41:14 +0000,22.0,Standard Double Room,Ramada Gurgaon Central,,,,http://www.booking.com/,Share,Delhi NCR,709386eaf207984f391da97106b42c8a,
"Amballur P.O, Puthukkad, Thrissur, Kerala, 680301 Trichūr, India – Show map",trichūr,India,2016-08-16,,"Situated in Trichūr, 50 km from Ernakulam, Sree Gokulam Residency features free WiFi access and free private parking. Guests can enjoy the on-site restaurant. Every room at this hotel is air conditioned and comes with a flat-screen TV. Rooms are equipped with a private bathroom. For your comfort, you will find free toiletries and a hairdryer. You will find a 24-hour front desk at the property. The hotel also offers car hire. The nearest airport is Kochi International Airport, 34 km from the property.","Bathroom:Linen|Towels|Towels/Sheets (extra fee)|Additional Toilet|Bathroom|Toilet|Free toiletries|Hairdryer|Shower•Bedroom:Wardrobe/Closet•View:View•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Media & Technology:Flat-screen TV|Cable Channels|Fax|Telephone|TV•Food & Drink:Kid-friendly buffet|Kid meals|Restaurant (à la carte)|Breakfast in the room|Bar•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Reception services:Lockers|Private check-in/check-out|Luggage storage|Tour desk|Express check-in/check-out|24-hour front desk•Cleaning services:Daily maid service|Ironing service|Laundry•Business facilities:Fax/photocopying|Business centre|Meeting/banquet facilities•General:Shared lounge/TV area|Airport shuttle (surcharge)|Designated smoking area|Air conditioning|Wake-up service|Tile/Marble floor|Soundproofing|Private entrance|Car hire|Packed lunches|Soundproof rooms|Lift|Bridal suite|Fan|Facilities for disabled guests|Non-smoking rooms|Iron|Newspapers|Room service•Languages spoken:",3-star hotel,25.0,10.4352281880586,,76.2655475615715,http://www.booking.com/hotel/in/sree-gokulam-residency.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1640532.0,Sree Gokulam Residency,Hotel,,2016-08-16 12:41:14 +0000,22.0,Deluxe Single Room,Mayura Inn,,,,http://www.booking.com/,Share,Kerala,bf0e8d71ee8f826f45e2be094dc6cfc1,
"01, Balaji Nagar, Enathur, Kanchipuram, 631552 Kanchipuram, India – Show map",kanchipuram,India,2016-08-16,,"The Naagaa Residency offers pet-friendly accommodation in Kanchipuram. The hotel has a sun terrace and views of the city, and guests can enjoy a meal at the restaurant. Each room is equipped with a flat-screen TV with cable channels. The rooms come with a private bathroom fitted with a shower. The Naagaa Residency features free WiFi . There is a 24-hour front desk and shops at the property. The nearest airport is Chennai International Airport, 49 km from The Naagaa Residency.","Bathroom:Linen|Towels|Towels/Sheets (extra fee)|Bathroom|Toilet|Free toiletries|Shower•Bedroom:Wardrobe/Closet|Dressing Room•View:View•Outdoors:Outdoor furniture|Sun terrace|Terrace•Kitchen:Refrigerator•Room Amenities:Clothes rack•Pets:Pets are allowed on request. Charges may be applicable.•Activities:Library•Living Area:Desk•Media & Technology:Flat-screen TV|Cable Channels|Telephone•Food & Drink:Restaurant (à la carte)|Breakfast in the room|Restaurant|Minibar•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking & Transport:Free!
Free public parking is possible on site (reservation is not needed).|Airport shuttle (surcharge)•Reception services:Lockers|Private check-in/check-out|Luggage storage|Ticket service|Tour desk|Currency exchange|Express check-in/check-out|24-hour front desk•Cleaning services:Daily maid service|Ironing service|Dry cleaning|Laundry•Business facilities:Fax/photocopying|Business centre|Meeting/banquet facilities•General:Shared lounge/TV area|Hypoallergenic|Designated smoking area|Air conditioning|Allergy-free room|Shops (on site)|Executive Lounge Access|Wake-up service|Tile/Marble floor|Soundproofing|Packed lunches|Soundproof rooms|Lift|Bridal suite|VIP room facilities|Facilities for disabled guests|Ironing Facilities|Newspapers|Room service•Languages spoken:",,31.0,12.87132313938822,,79.72442775964737,http://www.booking.com/hotel/in/the-naagaa-residency.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1618704.0,The Naagaa Residency,Hotel,,2016-08-16 12:41:14 +0000,24.0,Deluxe Double Room,Pine Tree|Regency Kanchipuram by GRT Hotels|Hotel Nalaas Aappakadi-Kanchipuram,6,4.5,Cleanliness:4.2|Comfort:3.8|Location:5.8|Facilities:4.2|Staff:5|Value for money:3.8,http://www.booking.com/,Share,Tamil Nadu,3ebe7b76d834a9f6f1f8ebfdbba43f9f,
"Near Raj Engineering College, Main Jaipur Highway Dangiyawajodhpur, 342001 Banār, India – Show map",banār,India,2016-08-16,,"Offering a seasonal outdoor pool and children's playground, Shagun Resorts is situated in Banār, 13 km from Jodhpur. The resort has a terrace and views of the pool, and guests can enjoy a drink at the bar. Some rooms have a seating area to relax in after a busy day. Shagun Resorts features free WiFi . A flat-screen TV is offered. There is room service at the property. The nearest airport is Jodhpur Airport, 12 km from the property.","View:Garden view•Outdoors:Outdoor pool (seasonal)|Terrace|Garden•Room Amenities:Seating Area•Pets:Pets are not allowed.•Activities:Kids' club|Children's playground|Games room•Food & Drink:Breakfast in the room|Bar|Restaurant•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:Free!
Free public parking is possible on site (reservation is not needed).•Services:Room service•Languages spoken:",,15.0,26.3366873261853,,73.1438452005386,http://www.booking.com/hotel/in/shagun-resorts-jodhpur1.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1628975.0,Shagun Resorts,Resort,,2016-08-16 12:41:14 +0000,9.0,Deluxe Room,,,,,http://www.booking.com/,Share,Rajasthan,aac9e5cc852a52952c77614c2149bc7d,
"Vellore main Road, Vengikkal, Near Eb office, 606601 Tiruvannāmalai, India – Show map",tiruvannāmalai,India,2016-08-16,,"Offering free WiFi and a terrace, Pondurangan lodge is situated in Tiruvannāmalai. The accommodation is air conditioned and is fitted with a hot tub. Free private parking is available on site. The accommodation has a seating area. There is a private bathroom with bathrobes in every unit. Guests can enjoy the on-site restaurant. The nearest airport is Puducherry Airport, 87 km from the property.","Bathroom:Bidet|Bath or Shower|Bathroom|Toilet|Free toiletries|Bathrobe|Bath|Shower•Bedroom:Dressing Room•Outdoors:Terrace•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Activities:Hot Tub•Living Area:Sofa|Fireplace|Seating Area•Food & Drink:Restaurant•Internet:Free!
WiFi is available in some hotel rooms and is free of charge.•Parking & Transport:Free!
Free private parking is possible on site (reservation is not needed).|Car hire•Reception services:Lockers|ATM/cash machine on site|24-hour front desk•Cleaning services:Ironing service|Dry cleaning|Laundry•Business facilities:Business centre|Meeting/banquet facilities•General:Air conditioning|Heating|Lift|VIP room facilities|Fan|Non-smoking rooms|Newspapers|Room service",,23.0,12.253358444543696,,79.06960129737854,http://www.booking.com/hotel/in/pondurangan-lodge.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1622997.0,Pondurangan lodge,Lodge,,2016-08-16 12:41:14 +0000,2.0,Budget Double Room,Sunshine Guest House India,126,7.9,,http://www.booking.com/,Share,Tamil Nadu,b07fab2990c215722749d9f548a70f39,
"D-1, Chander Nagar, Near Anand Vihar Railway Terminal, Opp. Vivek Vihar, Delhi-NCR, Ghaziabad, 201011 New Delhi, India – Show map",new delhi,India,2016-08-16,,"Featuring free WiFi and a restaurant, Hotel Sunshine Park offers accommodation in New Delhi. Free private parking is available on site. Rooms have a flat-screen TV with cable channels. Some units have a seating area for your convenience. Each room is equipped with a private bathroom fitted with a shower. There is a 24-hour front desk at the property. The hotel also offers car hire. Rāj Ghāt is 7 km from Hotel Sunshine Park, while Red Fort is 8 km from the property. The nearest airport is Delhi International Airport, 25 km from Hotel Sunshine Park.","Bathroom:Linen|Towels|Bathroom|Free toiletries|Shower•Bedroom:Wardrobe/Closet•View:City view|View•Kitchen:Dining table•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Living Area:Sofa|Seating Area|Desk•Media & Technology:Flat-screen TV|Cable Channels|Telephone•Food & Drink:Breakfast in the room|Restaurant•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking & Transport:Free!
Free private parking is possible on site (reservation is not needed).|Car hire•Reception services:Lockers|Luggage storage|Tour desk|Express check-in/check-out|24-hour front desk•Cleaning services:Daily maid service|Ironing service|Laundry•Business facilities:Business centre|Meeting/banquet facilities•General:Shared lounge/TV area|Air conditioning|Wake-up service|Heating|Tile/Marble floor|Chapel/shrine|Carpeted|Soundproof rooms|Safety deposit box|Bridal suite|Fan|Facilities for disabled guests|Newspapers|Room service",3-star hotel,26.0,28.663818220861284,,77.32113629579544,http://www.booking.com/hotel/in/sunshine-park.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1624142.0,Hotel Sunshine Park,Hotel,,2016-08-16 12:41:14 +0000,40.0,Deluxe Double Room,Heritage Inn|The Prime Balaji Deluxe @ New Delhi Railway Station|Mahagun Sarovar Portico Suites,127,6.9,,http://www.booking.com/,Share,Delhi NCR,fea9de819a366d5f2146504eee51895b,
"94 Shanti Kunj, Vasant Kunj, 110070 New Delhi, India – Show map",new delhi,India,2016-08-16,,"Situated in the South Delhi district in New Delhi, 3 km from Qutub Minar, The Mulberry House features air-conditioned rooms and free private parking. Every room comes with a flat-screen TV with cable channels. Some rooms include a seating area to relax in after a busy day. The rooms are fitted with a private bathroom fitted with a shower. The Mulberry House features free WiFi . Bike hire and car hire are available at this bed and breakfast and the area is popular for cycling. Tughlaqabad Fort is 11 km from The Mulberry House, while Rashtrapati Bhavan is 12 km away. The nearest airport is Delhi International Airport, 7 km from The Mulberry House.","Bathroom:Linen|Towels|Towels/Sheets (extra fee)|Bathroom|Toilet|Free toiletries|Shower•Outdoors:Balcony|Terrace•Kitchen:Shared kitchen•Room Amenities:Dining table|Wardrobe/Closet|Tile/Marble floor|Soundproofing|Fan|Desk•Pets:Pets are not allowed.•Activities:Cycling|Library|Bicycle rental•Media & Technology:Flat-screen TV|Cable Channels|TV•Food & Drink:Kid meals|Breakfast in the room•Internet:Free!
WiFi is available in the hotel rooms and is free of charge.•Parking & Transport:Free!
Free private parking is possible on site (reservation is needed).|Airport shuttle (surcharge)|Shuttle service (surcharge)|Car hire•Reception services:Luggage storage|Tour desk|Currency exchange|24-hour front desk•Entertainment and family services:Children television networks•Cleaning services:Daily maid service|Trouser press|Ironing service|Dry cleaning|Laundry•Business facilities:Fax/photocopying•General:Designated smoking area|Air conditioning|Wake-up service|Heating|Soundproof rooms|Family rooms|Non-smoking rooms|Newspapers|Room service•Languages spoken:",,20.0,28.5164852,,77.1566143,http://www.booking.com/hotel/in/the-mulberry-house.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1628072.0,The Mulberry House,Bed_and_breakfast,,2016-08-16 12:41:14 +0000,23.0,Deluxe Double Room,Hotel Good Palace|FabHotel Aashray Nehru Place|Hotel Golden Gate,56,7.7,,http://www.booking.com/,Share,Delhi NCR,9313158e1e1cbe51444d7ae8c703b7c2,
"157/159, B & C, 1st Street, Raju Nagar, Thoraipakkam, Omr Road, 600097 Chennai, India – Show map",chennai,India,2016-08-16,,"Set 3.3 km from OMR - Old Mahabalipuram Road in Chennai, Nu's Luxury Service Apartment features a restaurant and free WiFi throughout the property. Free private parking is available on site. Every room is equipped with a TV with satellite channels. Certain units have a seating area for your convenience. Each room has a private bathroom equipped with a shower. You will find shops at the property. Indian Institute of Technology, Madras is 6 km from Nu's Luxury Service Apartment, while Anna University is 8 km from the property. The nearest airport is Chennai International Airport, 9 km from the property.","Bathroom:Linen|Towels|Bathroom|Toilet|Free toiletries|Shower•View:City view|View•Room Amenities:Clothes rack|Wardrobe/Closet|Tile/Marble floor|Soundproofing|Fan|Seating Area|Desk•Pets:Pets are not allowed.•Activities:Golf course (within 3 km)•Media & Technology:Cable Channels|Satellite Channels|Telephone|TV•Food & Drink:Special diet menus (on request)|Restaurant (buffet)|Breakfast in the room•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Reception services:Luggage storage|24-hour front desk•Entertainment and family services:Children television networks•Cleaning services:Daily maid service|Trouser press|Shoeshine|Ironing service|Dry cleaning|Laundry•General:Mini-market on site|Shared lounge/TV area|Designated smoking area|Air conditioning|Shops (on site)|Wake-up service|Heating|Soundproof rooms|Lift|Facilities for disabled guests|Non-smoking rooms|Newspapers|Room service•Languages spoken:",,17.0,12.93514127256572,,80.23427546024323,http://www.booking.com/hotel/in/nu-39-s-luxury-service-apartment.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1636839.0,Nu's Luxury Service Apartment,Bed_and_breakfast,,2016-08-16 12:41:14 +0000,25.0,Deluxe Twin Room,Kohinoor Asiana Hotel,9,4.4,,http://www.booking.com/,Share,Tamil Nadu,0731c171468482d7ba0bf92f50b9932b,
